Population size: 200
Mutation rate: 0.05
Random ones: 50
Max force: 2.0
-----------------------
schema:
generation number	all time best	all time best time
1	0	500
2	1	103
3	8	100
4	10	100
5	10	100
6	12	100
7	12	100
8	12	100
9	12	100
10	14	100
11	14	100
12	14	100
13	14	100
14	14	100
15	14	100
16	14	100
17	14	100
18	14	100
19	14	100
20	14	100
21	14	100
22	14	98
23	14	98
24	14	98
25	14	98
26	14	98
27	14	98
28	14	98
29	14	96
30	14	96
31	14	96
32	14	96
33	14	96
34	14	96
35	14	96
36	14	96
37	14	96
38	14	96
39	14	96
40	14	96
41	14	96
42	14	96
43	14	96
44	14	96
45	14	96
46	14	96
47	14	96
48	14	96
49	14	96
50	14	96
